"","created_at","id","full_text","source","coordinates","retweet_count","favorite_count","lang","name","screen_name","location","url","description","followers_count","friends_count","listed_count","favourites_count","statuses_count"
"42","2023-04-03 23:44:40","1642885831391170560","https://t.co/ajjVXsDpFj @ANAGMeNDEZ @UPV @interocs @politecnica #ATLETAS #Atletismo #Baloncesto #BOLETOS @CARIBBEANUNIFERSITY @CENTRALBAYAMoN #DISCIPLINAS #FESTIVALDEPORTIVO #interamericana #JUDO  @LAI  #NATACIoN @PoLITeCNICA #PORRISMO #UNIVCATÓLICA @SAGRADOCORAZoN #SOFTBOL","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","list(long = NA, lat = NA, type = NA)","0","1","und","Magazine-PR","MagazinePR3","","https://t.co/rA4SlNv8l6","","112","915","2","369","1889"
"43","2023-04-03 23:27:32","1642881521303289856","#Judo pedagogy emphasizes randori (literally ""taking chaos"", but meaning ""free practice"").","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","list(long = NA, lat = NA, type = NA)","0","0","en","Judo Guide","JudoGuide","Worldwide","https://t.co/AinumSmuc7","Improve Your Judo Techniques and Power","3089","4886","8","42","22108"
"44","2023-04-03 23:02:07","1642875126478696448","#judo 🥋 
#dariabilodid https://t.co/pLbJUASb40","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","list(long = NA, lat = NA, type = NA)","1","3","und","JustFightsJFP2","JustFightsJFP2","","https://t.co/9Bm4MlKDWu","Just Fights Productions (JFP2) back-up 
DM or email us your fight videos: submit@justfightsjfp.com
Also on Fb: https://t.co/8G7OEEAtUD…","18648","3441","80","10855","8574"
"45","2023-04-03 23:00:56","1642874826925670400","What are you waiting for? 😤
.
.
.
.
#RDXSports #TeamRDX #Motivation #DailyMotivation #RDXmotivation #dedication #goals #Combatsports #Boxing #Kickboxing #MuayThai #MMA #BJJ #Judo #Taekwondo #mindset #mentality #perspective #quotes #quotestoliveby #consistency #success #hardwork https://t.co/xiYqZ6gEwJ","<a href=""https://contentstudio.io"" rel=""nofollow"">ContentStudio.io</a>","list(long = NA, lat = NA, type = NA)","0","3","en","RDX Sports","RDXSports","United Kingdom","https://t.co/zPLc3y9LpS","All about Fight and Fitness - #TeamRDX","39112","6555","121","3453","12506"
"46","2023-04-03 22:49:23","1642871919191150592","【大会結果のお知らせ】
2023年全日本選抜柔道体重別選手権大会

90kg級　押領司　1回戦負け
100kg級　神垣      1回線負け

応援いただいた皆さまありがとうございました。
引き続き応援の程よろしくお願い致します。
#京葉ガス柔道部
#2023年全日本選抜柔道体重別選手権大会
#柔道
#JUDO
#judo","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","list(long = NA, lat = NA, type = NA)","1","11","ja","京葉ガス柔道部","keiyogasjudo","千葉 市川市","https://t.co/uhEYTynQJ2","京葉ガス柔道部Twitterです。 選手紹介や試合結果等を掲載します。 頂いたコメントには返信致しかねます。 ✳︎画像の無断転載は禁止とさせていただきます。 #京葉ガス柔道部 #keiyogasjudo","449","11","1","112","129"
"47","2023-04-03 22:34:11","1642868096376381440","📢¡Atención!

Estas son las competencias que nos esperan está semana 🤩

//

📢 Attention!

There are they competition that await us this week 🤩

@panamsports 
@centrocaribesports 
@panamaquatics 
@cpjudo 
@c0paci 
@worldkaratefederation 

#judo #waterpolo #karate #ciclismo https://t.co/094EL6UAfS","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","list(long = NA, lat = NA, type = NA)","1","0","es","ACODEPA","ACODEPAOficial","Guatemala",,"Twitter oficial de la Asociación de Confederaciones Deportivas Panamericanas","239","126","1","364","409"
"48","2023-04-03 22:33:03","1642867808944943104","📢¡Atención!

Estas son las competencias que nos esperan está semana 🤩

//

📢 Attention!

There are they competition that await us this week 🤩

@panamsports 
@centrocaribesports 
@panamaquatics 
@cpjudo 
@c0paci 
@worldkaratefederation 

 #judo #waterpolo #karate #ciclismo https://t.co/sDdrFcDUgf","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","list(long = NA, lat = NA, type = NA)","3","1","es","ACODEPA","ACODEPAOficial","Guatemala",,"Twitter oficial de la Asociación de Confederaciones Deportivas Panamericanas","239","126","1","364","409"
"49","2023-04-03 22:30:10","1642867082122391552","🥋 More than a #judo legend!
🌟 #MajlindaKelmendi

https://t.co/nb6pu3HqDP","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","list(long = NA, lat = NA, type = NA)","0","4","en","Veton","VetonZagi","Prishtina, Kosova",,"Prishtina based comms and media. #Chevening alumni.","322","451","7","5278","1736"
"50","2023-04-03 22:16:14","1642863577924026368","🥋Algunas fotografías de nuestros alumnos y profes judokas 🥰🔝 en el Campeonato Promocional de Judo celebrado en Madrid👏👏 #judo #clubdeportivobalder #judobalder 
@LourdesAtrio https://t.co/7yJJtIryKc","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","list(long = NA, lat = NA, type = NA)","0","1","es","Colegio Balder","ColegioBalder","Madrid","https://t.co/F5oxvHVe6a","Metodología innovadora 💡
Desarrollamos la Inteligencia Emocional de los alumnos ❤️
Bachillerato artístico 🎨  Atención a la diversidad ⭐","1339","728","47","1058","3334"
"51","2023-04-03 21:59:26","1642859351479300096","フォームの作り込み！
簡単そうでもフォームを作り込む！
肩はハイレップと高重量の両方から鍛える必要がある！
まずはパンプさせる！

#judo #power #shoulder https://t.co/GxauQTaXDE","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","list(long = NA, lat = NA, type = NA)","0","1","ja","Junya Funato＠トレーニングコーチ","FunatoJunya","大阪 大阪市　東淀川区","https://t.co/7Yuz7YW5Rb","パフォーマンス向上のための情報を発信中/トレーニングを通してパフォーマンスを上げてみえない世界へ/ 高校生から大学生のトレーニングに関する知識の啓蒙と実践/ケガ予防/学生アスリート1000名以上指導/ データを使ったトレーニング指導","288","375","2","335","892"
"52","2023-04-03 21:56:34","1642858629651890176","🥋  Finalizações com o joelho na barriga 🥋 

#JiuJitsu #bjjlife #bjjmotivation #judo #bjjmoves #brazilianjiujitsulifestyle #drill #bjjtechniques #jiujitsustyle #JiuJitsu #nogi #lutalivre #Oss https://t.co/Fd98wbQsdK","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","list(long = NA, lat = NA, type = NA)","5","27","pt","SANDIEGO","FeSanDiegoBJJ","Curitiba/Cascavel","https://t.co/1E7qrJcI9D","CascaGrossa 🥇","1686","224","1","54425","4131"
"53","2023-04-03 21:38:17","1642854025702825984","#NihonSportBlog (https://t.co/J1DWthd9bZ): HJP S305, Eetproblematiek en judo https://t.co/VxjPDg4uVb

#NihonSport #KiesKwaliteit #PersonalPassionPerfection #afvallen #gewicht #judo #JBN #JudoBond https://t.co/R5FUXLJI34","<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","list(long = NA, lat = NA, type = NA)","0","0","nl","Nihon Sport","NihonSport","Helmond, the Netherlands","https://t.co/gSFJ8HOC9f","","1323","414","47","381","20731"
"54","2023-04-03 21:37:09","1642853741656264704","Congratulations to Sean Allan who has been selected to represent @SOGreatBritain at the upcoming Berlin 2023 Special Olympic World Games

#Judo #SpecialOlympics

https://t.co/XVbipgtvfV","<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","list(long = NA, lat = NA, type = NA)","1","8","en","#WeAreGBJudo🇬🇧🥋","BritishJudo","Walsall, UK","https://t.co/xNzJcLNOfz","The British Judo Association (BJA) is the National Governing Body for Judo in Great Britain. Find a club and get a free first lesson!","24254","640","318","10897","33757"
"55","2023-04-03 21:18:49","1642849127556890624","Вагнер помстився за Татарського і взяв Бахмут #Judo #GM GM #psoriasis #vitiligo https://t.co/WqneM1vPFO","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","list(long = NA, lat = NA, type = NA)","0","0","uk","🇺🇦Данил Кушнір","Nesarah06734744","Червоноград",,"🇺🇦Якщо в туалеті розмістити полку для книжок, можна здобути непогану освіту)))","0","2","0","0","1"
"56","2023-04-03 21:18:25","1642849026159591424","Сталося те, чого всі очікували. Росіяни взяли Бахмут #Judo #GM GM #psoriasis #vitiligo https://t.co/tf5VsmU1C4","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","list(long = NA, lat = NA, type = NA)","0","0","uk","🇺🇦Кіра Гуцинюк","Nits9594","Донецк",,"🇺🇦Народна влада та, яку побудовано на союзі сили і справедливості.","1","22","0","1","8"
"57","2023-04-03 21:17:10","1642848712572514304","Вагнер помстився за Татарського і взяв Бахмут #Judo #GM GM #psoriasis #vitiligo https://t.co/L6JUTUZ600","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","list(long = NA, lat = NA, type = NA)","0","0","uk","🇺🇦Юлія Зеленчук","marina63574030","Первомайск",,"🇺🇦Найскладніше почати діяти, все інше залежить тільки від наполегливості.","2","10","0","1","6"
"58","2023-04-03 21:16:57","1642848658847588352","Навіщо Зеленський і Залужний угробили стільки хлопців під Бахмутом #Judo #GM GM #psoriasis #vitiligo https://t.co/1Y3BIm30t1","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","list(long = NA, lat = NA, type = NA)","0","0","uk","🇺🇦Наташа Самашко","marlayams","Ясиноватая",,"🇺🇦Ти любиш всіх, а любити всіх – означає не любити нікого. Тобі всі однаково байдужі.","15","108","0","48","34"
"59","2023-04-03 21:16:56","1642848652589760512","Бахмут - це Росія? #Judo #GM GM #psoriasis #vitiligo https://t.co/f1di0JeeQ7","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","list(long = NA, lat = NA, type = NA)","0","0","uk","🇺🇦Богдан Мірошниченко","marll754","Лозовая",,"🇺🇦Прапор тобі в руки, барабан на шию, сокиру в спину і електричку назустріч.","0","40","0","1","8"
"60","2023-04-03 21:05:02","1642845657667862528","Zuletzt jagte sie von Wettkampf zu Wettkampf, erzielte dabei fast ausnahmslos gute Ergebnisse. Nur beim Grand Slam in Antalya kam für #Judo-Ass Giovanna #Scoccimarro nun früh das Aus. Dafür gibt es aber Gründe. #Vorsfelde #Wolfsburg

➡️https://t.co/qyzb28qXSN https://t.co/83kycBzNI1","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","list(long = NA, lat = NA, type = NA)","0","1","de","AZ/WAZ Sport","azwazsport","Gifhorn/Wolfsburg","https://t.co/hBrq9G9tmb","AZ/WAZ-Sport: Alle Infos über den Sport in Gifhorn und Wolfsburg, präsentiert von der Aller-Zeitung und der Wolfsburger Allgemeinen Zeitung.","980","216","30","72","12166"
"61","2023-04-03 20:55:37","1642843288347750400","#YMCAcolomboscout #YMCAcolombokarate #YMCAcolombobasketball #YMCAcolombocounsellin #karate #boxing #basketball #tabletennis #judo #scouting #carrom #badminton #billiards #chess https://t.co/YuyAHy7G6U","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","list(long = NA, lat = NA, type = NA)","0","1","und","Colombo YMCA","ymcacolombo","Sri Lanka","https://t.co/v7cZjBXBZ6","This is the Official Twitter Page of COLOMBO YMCA.
Our focus is to engage the Youth in Colombo City and Suburbs.","9","5","0","0","26"
"62","2023-04-03 20:45:01","1642840622829649920","#Judo 4 medallas en el Torneo de Judo Alevín San Jose. El Astillero 02-04-23 https://t.co/njnX8aPhX8","<a href=""http://fnjudo.com/"" rel=""nofollow"">TuiteaFede</a>","list(long = NA, lat = NA, type = NA)","0","0","es","FJudoNavarra","FJudoNavarra","",,"","233","44","1","2","1056"
"63","2023-04-03 20:45:01","1642840620317261824","#Judo #Navarra 4 medallas en el Torneo de Judo Alevín San Jose. El Astillero 02-04-23 https://t.co/EaeCHRD1IN","<a href=""http://www.deportenavarro.com/"" rel=""nofollow"">DepNavarroBot</a>","list(long = NA, lat = NA, type = NA)","0","0","es","Deportenavarro.com","Deporte_navarro","Navarra","http://t.co/cst6IS7ycq","","1711","692","23","1137","25973"
"64","2023-04-03 20:13:17","1642832635058876416","How can an athlete achieve ""ippon"" in a #judo match?

Let's have a look at the video below to know more about this event👇

#chengdu2021 #FISU
@Judo https://t.co/kiObB7Zi6F","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","list(long = NA, lat = NA, type = NA)","2","4","en","Chengdu 2021 FISU World University Games","Chengdu2021","Chengdu, China","https://t.co/W0G1YIPDqN","31st summer edition of the #FISU World University Games","13004","471","12","9259","2203"
"65","2023-04-03 20:01:11","1642829592623734784","Free training for #TeamElmbridge #SurreyYouthGames2023 starts after school holiday for #girlsrugby #basketball #dance #tennis #swimming &amp; #judo. Training is non-competitive for children to have fun, make new friends &amp; get more active. Register now https://t.co/SGp8AyldSY https://t.co/CY297qw5st","<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","list(long = NA, lat = NA, type = NA)","0","0","en","Elmbridge BC","ElmbridgeBC","Surrey, UK","https://t.co/ufda3AHobO","Keep updated with latest news & events across the borough. Monitored during office hours. Our social house rules: https://t.co/aRoM6Shr6I  #MyElmbridge","10483","863","216","2326","35916"
"66","2023-04-03 19:19:22","1642819068007706624","Voor JV Hashi uit Beverwaard was het NK #Kata in #Zoetermeer afgelopen zondag succesvol! Drie koppels deden hier aan mee. Een 1e, 2e, 3e, en een verdienstelijke 4e plaats leverde dit op. #judo https://t.co/czg8V1dI5R","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","list(long = NA, lat = NA, type = NA)","0","1","nl","JV Hashi","JVHashi","Rotterdam, Beverwaard","https://t.co/FLf9BhHJcP","Dé judovereniging van IJsselmonde, ook voor A-Judo.","102","76","3","9","714"
"67","2023-04-03 19:14:35","1642817864443863040","[#judo] [#livre]

57 façons de marquer un ippon &gt;&gt; https://t.co/wBpR26qHKI

""Techniques de judo"" aux @EditionsAmphora vu par @CianfaraniJp https://t.co/Dd5hZyNFZ3","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","list(long = NA, lat = NA, type = NA)","0","0","fr","cestquoitonkim 🥋 Blog judo judogi","ckoitonkim","#Teamjudo  #cestquoitonkim ","https://t.co/sczrePnNfF","Blog | #judo | #judogi | par @D9G2 since 2014 | 6x badge presse au PGS | Twitter avec Articles | avis | #interviews | Actu judo de sites Web amis | Have fun 😃","2044","757","59","22468","44328"
"68","2023-04-03 19:09:51","1642816674075222016","Blandine Pont a réalisé une compétition parfaite et enchaîne une 3ème victoire en Grand Slam. 

Considérée comme l'une des favorites pour les Championnats du Monde en -48 kg, peut-elle réitérer ses performances à Doha ?

#JudoFrance #BlandinePont #Judo 

https://t.co/LIzEFdjMoA","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","list(long = NA, lat = NA, type = NA)","0","1","fr","Thomas Bvr - JUDO","Thom_Bvr","","https://t.co/2yOwiXNvmf","🥋Membre du @cafecremesport, ce compte a pour but de mettre la lumière sur le #judo quel qu'il soit. 
Amateurs ou professionnels, vous êtes les bienvenus !","19","72","0","143","89"
"69","2023-04-03 19:03:00","1642814948165267456","#Judo uniforms donated by @ajjf_judo and @npo_JUDOs were handed over to the South African Judo Federation🙌
At the Japan Culture Expo in South Africa 🇿🇦, #judo demonstrations were held and the donated judo uniforms were handed over to children🥋🤝🇿🇦 https://t.co/dKL0KTRZ2S","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","list(long = NA, lat = NA, type = NA)","1","7","en","外務省MofaJapan×SPORTS","MofaJp_Sports","Tokyo,Japan","https://t.co/E8nLgiaEbB","SPORTS account of Ministry of Foreign Affairs of Japan. 
外務省のスポーツアカウント。スポーツ交流など外務省のスポーツを通じた様々な国際的取組みについて発信します。スポーツを通して外交を身近に！","7471","1189","190","29315","2426"
"70","2023-04-03 19:01:04","1642814461135183872","We have you covered! When schools are closed for Teacher Workday, we have camp! Call us to pre-register. Three locations. Fun field trips, martial arts, and engaging activities! #osafamily #daycamp #judo #yudo #jiujitsu #taekwondo #fieldtrips #activities https://t.co/RzGUYTsfKX","<a href=""https://www.socialchamp.io"" rel=""nofollow"">SocialChamp IO </a>","list(long = NA, lat = NA, type = NA)","0","0","en","OSA Martial Arts","osamartialarts","Burke, Fairfax City, Manassas","https://t.co/aRenNQ2yy0","We foster a positive learning environment that teaches self-defense and life skills like discipline and respect.  We offer a long standing curriculum.","23","135","0","97","3795"
"71","2023-04-03 19:00:02","1642814202002669568","Nel quinto Grand Slam del World Judo Tour, in Turchia, Manuel Lombardo ha dominato nella categoria -73 kg, conquistando l’unico podio azzurro nella tappa di Antalya!

È lui la nostra la cover della settimana! 🥋💪

@FijlkamOfficial #judo https://t.co/ZOrrJbKypI","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","list(long = NA, lat = NA, type = NA)","6","32","it","CONI","Coninews","Piazza Lauro De Bosis 15 Roma","https://t.co/TugatJfxJm","Il canale ufficiale del Comitato Olimpico Nazionale Italiano, la grande famiglia dello #sport azzurro. Scopri le storie degli atleti @ItaliaTeam_it.","260873","820","707","12194","28313"
"72","2023-04-03 18:31:29","1642807016618962944","🥋 Actualizado o ranking olímpico de judo tras o GS de Antalya. A Viguesa @LauraVPodium  (-63 Kg) ascende á 39ª posición a 318 puntos da praza olímpica para París. @galiciajudo @deporte_galego #Judo","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","list(long = NA, lat = NA, type = NA)","0","0","es","tonilopezgarcia","tonilopezgarci1","",,"Redactor de deportes na Radio Galega","851","1767","5","4021","5725"
"73","2023-04-03 18:31:13","1642806951297056768","Boxing &amp; MMA Training Punching Bag Set Black
This Cow Hide punching bag may just be a bridge to your championship aspirations.
For more details email or WhatsApp
0092 329 2120120
ablysportswear@gmail.com
#boxinggym #boxinggloves #judo #boxingnews #mixedmartialarts  #boxingcoach https://t.co/rmHaCnycVa","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","list(long = NA, lat = NA, type = NA)","0","0","en","Ably Sportswear","ablysportswear","",,"Ably Sportswear - a renowned manufacturer of sports, fitness, MMA, and boxing wears and accessories.","8","62","0","31","58"
"74","2023-04-03 18:25:09","1642805425148919808","World Judo Tour is running so fast, let's slow it down and enjoy the moments from #JudoTbilisi 🇬🇪🫠

#Judo #JudoTbilisi #Georgia #WJT #RoadToParis2024 #OlympicQualifier #SlowMotion #SlowMotionRecap
https://t.co/qzGHgRijo0","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","list(long = NA, lat = NA, type = NA)","5","9","en","Judo","Judo","Worldwide","https://t.co/AdAUBKLTeD","Official Twitter Account of the International Judo Federation🥋

https://t.co/nKLPYs31Qr

Download our IJF JUDO App at the link above!","87057","942","604","8745","19493"
"75","2023-04-03 18:20:54","1642804354561220608","Apunta la fecha: 9️⃣ de abril.
▶️ Una vez más #CEP se posiciona y reúne a los mejores deportistas de Judo para una Jornada intensiva de #Judo Policial.
Y como siempre, gratuito para afiliados 🥇 https://t.co/1o0GQLvBxw","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","list(long = NA, lat = NA, type = NA)","3","11","es","CEP Baleares","CEPBaleares","Palma, España","https://t.co/Culsd44U3O","Comité Regional de la CEP en las Islas Baleares🇪🇸 C/ Simó Ballester nº8 Planta 3ª. Palma","900","451","16","7090","3995"
"76","2023-04-03 18:13:03","1642802380533006336","18 judoka's in actie tijdens regiotoernooi #Schijndel #Judo -  https://t.co/GuqSVzuoeI https://t.co/c3VEniMr0D","<a href=""http://www.pubble.nl"" rel=""nofollow"">PubbleApp</a>","list(long = NA, lat = NA, type = NA)","0","0","nl","DeMooiSchijndelKrant","DeMooiSKrant","Kloosterstraat 4
5481 BE  SCHIJNDEL
Telefoon: 073-2032025
Email: redactie@schijndelmedia.nl","https://t.co/8AUlTWGWQ2","Elke woensdag in de krant en dagelijks online: nieuws & achtergronden over Schijndel, Wijbosch, Eerde, Gemonde en Meierijstad. Voor en door Schijndelaren.","1269","355","9","43","12379"
"77","2023-04-03 18:00:13","1642799150591795200","Judocularımız performansıyla alkış aldı.
Tam 3 madalya.. 🥇 🥉 🥉 
#Judo 

https://t.co/CIA03JPARz","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","list(long = NA, lat = NA, type = NA)","0","0","tr","sporizocom","sporizocom","London, England","https://t.co/VTbRYgINPo","Sporda eşitliğe, adalete, alın terine inanan... Ayrı kulvarda koşan, bağımsız, sahipsiz!.. info@sporizo.com FB: Sporizocom IG: sporizocom #spor #sporizo","2945","129","0","511","922"
"78","2023-04-03 17:54:46","1642797776235905024","📷 SEMAINE HEUREUSE ET PRODUCTIVE À TOUS
""Si vous gagnez, ne vous vantez pas de victoire; si vous perdez, ne soyez pas découragé"" JIGARO KANO, fondateur du Judo Kodokan.

PG Judo More than a sport it IS a family...#pgjudo #judo #sport #family #bonnesemaine https://t.co/dqu6s1YoK7","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","list(long = NA, lat = NA, type = NA)","0","0","fr","PG Judo","PG_Judo","Douala-Cameroun",,"Éduquer à travers le Judo est notre mission.✨🥋🔥","11","69","0","177","74"
"79","2023-04-03 17:16:56","1642788257145692160","Sportsmatik wishes the legendary sportstars a #HappyBirthday to

Avtar Singh #Judo India
James Smith #Boxing USA
Picabo Street #AlpineSkiing USA
Thisara Perera #Cricket Sri Lanka
Tommy Haas #Tennis Germany

https://t.co/Sz3agbIW3j https://t.co/WyuCZaLgFH","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","list(long = NA, lat = NA, type = NA)","0","0","en","Sportsmatik","sportsmatik","India","https://t.co/HoobVHnckO","https://t.co/6aQnuQw8dU is a digital solution for SPORTS where users sign-up for free to connect with other sports entities by sharing profiles and game statistics","14599","882","11","3686","6496"
"80","2023-04-03 16:13:50","1642772374628990976","ICYMI latest #olympics #paralympics pod dropped…

Hear from Thomas Bach 🎤
#IOC meeting 🇷🇺 
#wimbledon 🎾
#mentalhealth of 🇬🇧 athletes 🏟️
#athletics
#swimming 🏊‍♂️
#judo 🥋

🎧 https://t.co/sICRp4PTSj https://t.co/49TXMyRDpo","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","list(long = NA, lat = NA, type = NA)","1","0","en","Anything but Footy","AnythingbutF","United Kingdom","https://t.co/61r6Kme2eX","The #Olympic & #Paralympic sport podcast. We are also Anything but Footy Ltd, Podcast, Audio & Radio production.🎙Latest pods  https://t.co/DIOE2dBJVd","703","2084","3","2194","4347"
"81","2023-04-03 16:04:01","1642769908302749696","Dzik powrócił 😉👌💪
#światwalk #mma #ksw #mmanews #ufc #szpilka #pudzian #famemma #fen42 #fen #bokser #boks #gamrot #highleague #wojownik #nokaut #walka #highkick #mmanews #mmarocks #mmapl #mmalife 
#judo #zapasy #karate #bjj #aikido #fighter #famemma #pudzian #mamed https://t.co/laNTVpw639","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","list(long = NA, lat = NA, type = NA)","0","0","pl","Świat Walk","swiat_walk","Warszawa, Polska","https://t.co/tGkCfm9D2o","Najnowsze informacje i plotki ze🌎 świata 🇪🇸🇭🇲🇱🇷🇩🇪🇨🇱🇨🇳 walk MMA, oraz Bare Knuckle 🤛🤜","58","110","1","5","883"
"82","2023-04-03 15:34:27","1642762467125129216","#Judo: #AlexCret, medaliat cu argint la turneul Grand Slam de la Antalya https://t.co/kqvRbkltAd","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","list(long = NA, lat = NA, type = NA)","0","0","ro","Agerpres Sport","Agerpres_Sport","Bucuresti","http://t.co/z0bqZu8WK7","Redactia Sport a Agentiei Nationale de Presa AGERPRES. Cele mai importante stiri din diverse sporturi, de pe mapamond şi din România. Contact sport@agerpres.ro","4796","899","117","7","83263"
"83","2023-04-03 15:33:47","1642762297234931712","#Ukraine #Sports #judo #GrandSlam #Turkey Ukrainian judoka Bubyr wins bronze at Grand Slam in Turkey https://t.co/9DfV4WfCx8","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","list(long = NA, lat = NA, type = NA)","2","6","en","Ukrinform-EN","Ukrinform_News","Украина","https://t.co/UFyDJI4lQV","Ukrainian multimedia platform for broadcasting","9532","159","528","1374","36459"
"84","2023-04-03 15:16:02","1642757830422720512","Rashguard No Gi
Feature: Stretchy, Quick Drying
Quality: Superior
Label: Custom Logo Labels
Design: Custom Mock-up
#gym #compressiontights #nogibjj #compressionshirt #poloshirt #bjjrashguard #martialarts #tanktop #mmashorts #compressionshorts #judo #muaythai #bjjlife #bjjgirls https://t.co/DA1GueK1J9","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","list(long = NA, lat = NA, type = NA)","0","0","en","Sabih Sports Wear","Mexwear1","Canada","https://t.co/SeLNu9jLtC","Clothing Brand","19","109","0","31","197"
"85","2023-04-03 15:05:19","1642755133808447488","簡単にできる足首の　#テーピング
#捻挫　#足首捻挫　#足首痛い　#セルフテーピング　#足首　#taping  #anklepain #anklesprain #sprain #anklerehab #rehabilitation #running 
#baseball #ballet #basketball #golf #tennis #marathon #judo #karate 
#格闘技　#prowrestling #climbing 
#cycling https://t.co/C5UU5N4Gpx","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","list(long = NA, lat = NA, type = NA)","1","2","ja","ゴトウ花店ビル鍼灸接骨院","masuimiho1006","六本木5-1-3 ｺﾞﾄｳﾋﾞﾙﾃﾞｨﾝｸ  ゴトウ花店内","https://t.co/CsMyMqdufm","MASUI MIHO

acupuncture  massage 
Neal's yard school PS teacher therapist

柔道整復師　鍼灸マッサージ師　教員免許　
ニールズヤードスクール 講師 セラピスト

Tel 090(8712)8888 
open 365 days 9amｰ7pm","66","60","0","118","1633"
"86","2023-04-03 15:00:36","1642753948355379200","Judo's moral code is a set of eight values and ethics. All #judoka should strive to uphold the code, both in and out of competition. Learn the #judo moral code here
https://t.co/AXyeXbvuod

@Judo #Courage #Respect #Modesty #Sincerity #Friendship #Honour #Politeness #SelfControl https://t.co/YD36VvAjBr","<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","list(long = NA, lat = NA, type = NA)","3","4","en","insidethegames","insidethegames","","https://t.co/XdQkl08bWj","https://t.co/DeasXrwIcb up-to-the-minute breaking news on the Olympic Movement. The inside track on world sport","41183","5649","1372","62595","198927"
"87","2023-04-03 15:00:02","1642753805161836544","JUDO bietet BIM Angebot  @shkjournal #werbung #wassertechnik #judo #wasseraufbereitung
https://t.co/zr3jeH1E8Z https://t.co/iTUuIyhU5A","<a href=""http://www.shk-journal.de"" rel=""nofollow"">SHK-Journal-News</a>","list(long = NA, lat = NA, type = NA)","0","0","de","SHK-Journal","shkjournal","Menden(Sauerland)","http://t.co/ot3sXbKEN3","Hier erfahren Sie, was die SHK-Branche bewegt. Mit täglich aktualisierten News und vielen Services, die Sie weiterbringen in Ihrem Geschäft.","2171","714","94","10368","98386"
